Low Birth Weight Ind Desc,Year Desc,County Name,Age Group Desc,Birth Count,Birth Count_PCT,SORT
Total,2016,Fayette,45 and older,0,0.0,30812
Total,2016,Fayette,Less than 15,0,0.0,30815
Total,2016,Fayette,Unknown,0,0.0,30818
Total,2016,Franklin,15 to 17,229,100.0,30824
Total,2016,Franklin,18 to 19,689,100.0,30827
Total,2016,Franklin,20 to 24,3,482,100.0,30830
Total,2016,Franklin,25 to 29,5,674,100.0,30833
Total,2016,Franklin,30 to 34,5,746,100.0,30836
Total,2016,Franklin,35 to 39,2,594,100.0,30839
Total,2016,Franklin,40 to 44,472,100.0,30842
Total,2016,Franklin,45 and older,34,100.0,30845
Total,2016,Franklin,Less than 15,*,*,30848
Total,2016,Franklin,Unknown,0,0.0,30851
Total,2016,Fulton,15 to 17,*,*,30857
Total,2016,Fulton,18 to 19,*,*,30860
Total,2016,Fulton,20 to 24,113,100.0,30863
Total,2016,Fulton,25 to 29,156,100.0,30866
Total,2016,Fulton,30 to 34,105,100.0,30869
Total,2016,Fulton,35 to 39,44,100.0,30872
Total,2016,Fulton,40 to 44,*,*,30875
Total,2016,Fulton,45 and older,0,0.0,30878
Total,2016,Fulton,Less than 15,0,0.0,30881
Total,2016,Fulton,Unknown,0,0.0,30884
Total,2016,Gallia,15 to 17,*,*,30890
Total,2016,Gallia,18 to 19,*,*,30893
Total,2016,Gallia,20 to 24,135,100.0,30896
Total,2016,Gallia,25 to 29,121,100.0,30899
Total,2016,Gallia,30 to 34,64,100.0,30902
Total,2016,Gallia,35 to 39,31,100.0,30905
Total,2016,Gallia,40 to 44,*,*,30908
Total,2016,Gallia,45 and older,0,0.0,30911
Total,2016,Gallia,Less than 15,0,0.0,30914
Total,2016,Gallia,Unknown,0,0.0,30917
Total,2016,Geauga,15 to 17,*,*,30923
Total,2016,Geauga,18 to 19,*,*,30926
Total,2016,Geauga,20 to 24,136,100.0,30929
Total,2016,Geauga,25 to 29,262,100.0,30932
Total,2016,Geauga,30 to 34,293,100.0,30935
Total,2016,Geauga,35 to 39,175,100.0,30938
Total,2016,Geauga,40 to 44,39,100.0,30941
Total,2016,Geauga,45 and older,*,*,30944
Total,2016,Geauga,Less than 15,0,0.0,30947
Total,2016,Geauga,Unknown,0,0.0,30950
Total,2016,Greene,15 to 17,*,*,30956
Total,2016,Greene,18 to 19,58,100.0,30959
Total,2016,Greene,20 to 24,321,100.0,30962
Total,2016,Greene,25 to 29,591,100.0,30965
Total,2016,Greene,30 to 34,561,100.0,30968
Total,2016,Greene,35 to 39,207,100.0,30971
Total,2016,Greene,40 to 44,43,100.0,30974
Total,2016,Greene,45 and older,*,*,30977
Total,2016,Greene,Less than 15,*,*,30980
Total,2016,Greene,Unknown,0,0.0,30983
Total,2016,Guernsey,15 to 17,*,*,30989
Total,2016,Guernsey,18 to 19,29,100.0,30992
Total,2016,Guernsey,20 to 24,173,100.0,30995
Total,2016,Guernsey,25 to 29,136,100.0,30998
Total,2016,Guernsey,30 to 34,91,100.0,31001
Total,2016,Guernsey,35 to 39,32,100.0,31004
Total,2016,Guernsey,40 to 44,*,*,31007
Total,2016,Guernsey,45 and older,*,*,31010
Total,2016,Guernsey,Less than 15,0,0.0,31013
Total,2016,Guernsey,Unknown,0,0.0,31016
Total,2016,Hamilton,15 to 17,180,100.0,31022
Total,2016,Hamilton,18 to 19,396,100.0,31025
Total,2016,Hamilton,20 to 24,2,113,100.0,31028
Total,2016,Hamilton,25 to 29,3,186,100.0,31031
Total,2016,Hamilton,30 to 34,3,236,100.0,31034
Total,2016,Hamilton,35 to 39,1,366,100.0,31037
Total,2016,Hamilton,40 to 44,230,100.0,31040
Total,2016,Hamilton,45 and older,*,*,31043
Total,2016,Hamilton,Less than 15,*,*,31046
Total,2016,Hamilton,Unknown,0,0.0,31049
Total,2016,Hancock,15 to 17,*,*,31055
Total,2016,Hancock,18 to 19,38,100.0,31058
Total,2016,Hancock,20 to 24,219,100.0,31061
Total,2016,Hancock,25 to 29,309,100.0,31064
Total,2016,Hancock,30 to 34,230,100.0,31067
Total,2016,Hancock,35 to 39,82,100.0,31070
Total,2016,Hancock,40 to 44,*,*,31073
Total,2016,Hancock,45 and older,0,0.0,31076
Total,2016,Hancock,Less than 15,0,0.0,31079
Total,2016,Hancock,Unknown,0,0.0,31082
Total,2016,Hardin,15 to 17,*,*,31088
Total,2016,Hardin,18 to 19,30,100.0,31091
Total,2016,Hardin,20 to 24,110,100.0,31094
Total,2016,Hardin,25 to 29,117,100.0,31097
Total,2016,Hardin,30 to 34,87,100.0,31100
Total,2016,Hardin,35 to 39,36,100.0,31103
Total,2016,Hardin,40 to 44,*,*,31106
Total,2016,Hardin,45 and older,0,0.0,31109
Total,2016,Hardin,Less than 15,0,0.0,31112
Total,2016,Hardin,Unknown,0,0.0,31115
Total,2016,Harrison,15 to 17,*,*,31121
Total,2016,Harrison,18 to 19,*,*,31124
Total,2016,Harrison,20 to 24,40,100.0,31127
Total,2016,Harrison,25 to 29,*,*,31130
Total,2016,Harrison,30 to 34,*,*,31133
Total,2016,Harrison,35 to 39,*,*,31136
Total,2016,Harrison,40 to 44,*,*,31139
Total,2016,Harrison,45 and older,*,*,31142
Total,2016,Harrison,Less than 15,0,0.0,31145
Total,2016,Harrison,Unknown,0,0.0,31148
Total,2016,Henry,15 to 17,*,*,31154
Total,2016,Henry,18 to 19,*,*,31157
Total,2016,Henry,20 to 24,76,100.0,31160
Total,2016,Henry,25 to 29,113,100.0,31163
Total,2016,Henry,30 to 34,67,100.0,31166
Total,2016,Henry,35 to 39,*,*,31169
Total,2016,Henry,40 to 44,*,*,31172
Total,2016,Henry,45 and older,0,0.0,31175
Total,2016,Henry,Less than 15,0,0.0,31178
Total,2016,Henry,Unknown,0,0.0,31181
Total,2016,Highland,15 to 17,*,*,31187
Total,2016,Highland,18 to 19,38,100.0,31190
Total,2016,Highland,20 to 24,173,100.0,31193
Total,2016,Highland,25 to 29,192,100.0,31196
Total,2016,Highland,30 to 34,104,100.0,31199
Total,2016,Highland,35 to 39,45,100.0,31202
Total,2016,Highland,40 to 44,*,*,31205
Total,2016,Highland,45 and older,0,0.0,31208
Total,2016,Highland,Less than 15,*,*,31211
Total,2016,Highland,Unknown,0,0.0,31214
Total,2016,Hocking,15 to 17,*,*,31220
Total,2016,Hocking,18 to 19,*,*,31223
Total,2016,Hocking,20 to 24,102,100.0,31226
Total,2016,Hocking,25 to 29,96,100.0,31229
Total,2016,Hocking,30 to 34,52,100.0,31232
Total,2016,Hocking,35 to 39,*,*,31235
Total,2016,Hocking,40 to 44,*,*,31238
Total,2016,Hocking,45 and older,0,0.0,31241
Total,2016,Hocking,Less than 15,*,*,31244
Total,2016,Hocking,Unknown,0,0.0,31247
Total,2016,Holmes,15 to 17,*,*,31253
Total,2016,Holmes,18 to 19,*,*,31256
Total,2016,Holmes,20 to 24,177,100.0,31259
Total,2016,Holmes,25 to 29,240,100.0,31262
Total,2016,Holmes,30 to 34,168,100.0,31265
Total,2016,Holmes,35 to 39,66,100.0,31268
Total,2016,Holmes,40 to 44,*,*,31271
Total,2016,Holmes,45 and older,*,*,31274
Total,2016,Holmes,Less than 15,0,0.0,31277
Total,2016,Holmes,Unknown,0,0.0,31280
Total,2016,Huron,15 to 17,*,*,31286
Total,2016,Huron,18 to 19,53,100.0,31289
Total,2016,Huron,20 to 24,220,100.0,31292
Total,2016,Huron,25 to 29,256,100.0,31295
Total,2016,Huron,30 to 34,161,100.0,31298
Total,2016,Huron,35 to 39,66,100.0,31301
Total,2016,Huron,40 to 44,*,*,31304
Total,2016,Huron,45 and older,0,0.0,31307
Total,2016,Huron,Less than 15,0,0.0,31310
Total,2016,Huron,Unknown,0,0.0,31313
Total,2016,Jackson,15 to 17,*,*,31319
Total,2016,Jackson,18 to 19,38,100.0,31322
Total,2016,Jackson,20 to 24,145,100.0,31325
Total,2016,Jackson,25 to 29,112,100.0,31328
Total,2016,Jackson,30 to 34,72,100.0,31331
Total,2016,Jackson,35 to 39,*,*,31334
Total,2016,Jackson,40 to 44,*,*,31337
Total,2016,Jackson,45 and older,0,0.0,31340
Total,2016,Jackson,Less than 15,*,*,31343
Total,2016,Jackson,Unknown,0,0.0,31346
Total,2016,Jefferson,15 to 17,*,*,31352
Total,2016,Jefferson,18 to 19,37,100.0,31355
Total,2016,Jefferson,20 to 24,185,100.0,31358
Total,2016,Jefferson,25 to 29,230,100.0,31361
Total,2016,Jefferson,30 to 34,125,100.0,31364
Total,2016,Jefferson,35 to 39,56,100.0,31367
Total,2016,Jefferson,40 to 44,*,*,31370
Total,2016,Jefferson,45 and older,0,0.0,31373
Total,2016,Jefferson,Less than 15,*,*,31376
Total,2016,Jefferson,Unknown,0,0.0,31379
Total,2016,Knox,15 to 17,*,*,31385
Total,2016,Knox,18 to 19,37,100.0,31388
Total,2016,Knox,20 to 24,207,100.0,31391
Total,2016,Knox,25 to 29,223,100.0,31394
Total,2016,Knox,30 to 34,197,100.0,31397
Total,2016,Knox,35 to 39,81,100.0,31400
Total,2016,Knox,40 to 44,*,*,31403
Total,2016,Knox,45 and older,0,0.0,31406
Total,2016,Knox,Less than 15,0,0.0,31409
Total,2016,Knox,Unknown,0,0.0,31412
Total,2016,Lake,15 to 17,*,*,31418
Total,2016,Lake,18 to 19,75,100.0,31421
Total,2016,Lake,20 to 24,386,100.0,31424
Total,2016,Lake,25 to 29,672,100.0,31427
Total,2016,Lake,30 to 34,667,100.0,31430
Total,2016,Lake,35 to 39,282,100.0,31433
Total,2016,Lake,40 to 44,52,100.0,31436
Total,2016,Lake,45 and older,*,*,31439
Total,2016,Lake,Less than 15,*,*,31442
Total,2016,Lake,Unknown,0,0.0,31445
Total,2016,Lawrence,15 to 17,*,*,31451
Total,2016,Lawrence,18 to 19,36,100.0,31454
Total,2016,Lawrence,20 to 24,223,100.0,31457
Total,2016,Lawrence,25 to 29,209,100.0,31460
Total,2016,Lawrence,30 to 34,107,100.0,31463
Total,2016,Lawrence,35 to 39,55,100.0,31466
Total,2016,Lawrence,40 to 44,*,*,31469
Total,2016,Lawrence,45 and older,0,0.0,31472
Total,2016,Lawrence,Less than 15,0,0.0,31475
Total,2016,Lawrence,Unknown,0,0.0,31478
Total,2016,Licking,15 to 17,*,*,31484
Total,2016,Licking,18 to 19,101,100.0,31487
Total,2016,Licking,20 to 24,485,100.0,31490
Total,2016,Licking,25 to 29,666,100.0,31493
Total,2016,Licking,30 to 34,550,100.0,31496
Total,2016,Licking,35 to 39,236,100.0,31499
Total,2016,Licking,40 to 44,31,100.0,31502
Total,2016,Licking,45 and older,*,*,31505
Total,2016,Licking,Less than 15,*,*,31508
Total,2016,Licking,Unknown,0,0.0,31511
Total,2016,Logan,15 to 17,*,*,31517
Total,2016,Logan,18 to 19,36,100.0,31520
Total,2016,Logan,20 to 24,150,100.0,31523
Total,2016,Logan,25 to 29,152,100.0,31526
Total,2016,Logan,30 to 34,115,100.0,31529
Total,2016,Logan,35 to 39,36,100.0,31532
Total,2016,Logan,40 to 44,*,*,31535
Total,2016,Logan,45 and older,*,*,31538
Total,2016,Logan,Less than 15,0,0.0,31541
Total,2016,Logan,Unknown,0,0.0,31544
Total,2016,Lorain,15 to 17,57,100.0,31550
Total,2016,Lorain,18 to 19,145,100.0,31553
Total,2016,Lorain,20 to 24,781,100.0,31556
Total,2016,Lorain,25 to 29,966,100.0,31559
Total,2016,Lorain,30 to 34,843,100.0,31562
Total,2016,Lorain,35 to 39,413,100.0,31565
Total,2016,Lorain,40 to 44,87,100.0,31568
Total,2016,Lorain,45 and older,*,*,31571
Total,2016,Lorain,Less than 15,*,*,31574
Total,2016,Lorain,Unknown,0,0.0,31577
Total,2016,Lucas,15 to 17,95,100.0,31583
Total,2016,Lucas,18 to 19,272,100.0,31586
Total,2016,Lucas,20 to 24,1,381,100.0,31589
Total,2016,Lucas,25 to 29,1,837,100.0,31592
Total,2016,Lucas,30 to 34,1,384,100.0,31595
Total,2016,Lucas,35 to 39,550,100.0,31598
Total,2016,Lucas,40 to 44,94,100.0,31601
Total,2016,Lucas,45 and older,*,*,31604
Total,2016,Lucas,Less than 15,*,*,31607
Total,2016,Lucas,Unknown,0,0.0,31610
Total,2016,Madison,15 to 17,*,*,31616
Total,2016,Madison,18 to 19,*,*,31619
Total,2016,Madison,20 to 24,107,100.0,31622
Total,2016,Madison,25 to 29,126,100.0,31625
Total,2016,Madison,30 to 34,114,100.0,31628
Total,2016,Madison,35 to 39,32,100.0,31631
Total,2016,Madison,40 to 44,*,*,31634
Total,2016,Madison,45 and older,0,0.0,31637
Total,2016,Madison,Less than 15,0,0.0,31640
Total,2016,Madison,Unknown,0,0.0,31643
Total,2016,Mahoning,15 to 17,57,100.0,31649
Total,2016,Mahoning,18 to 19,115,100.0,31652
Total,2016,Mahoning,20 to 24,613,100.0,31655
Total,2016,Mahoning,25 to 29,767,100.0,31658
Total,2016,Mahoning,30 to 34,613,100.0,31661
Total,2016,Mahoning,35 to 39,273,100.0,31664
Total,2016,Mahoning,40 to 44,52,100.0,31667
Total,2016,Mahoning,45 and older,*,*,31670
Total,2016,Mahoning,Less than 15,*,*,31673
Total,2016,Mahoning,Unknown,0,0.0,31676
Total,2016,Marion,15 to 17,*,*,31682
Total,2016,Marion,18 to 19,60,100.0,31685
Total,2016,Marion,20 to 24,256,100.0,31688
Total,2016,Marion,25 to 29,227,100.0,31691
Total,2016,Marion,30 to 34,140,100.0,31694
Total,2016,Marion,35 to 39,58,100.0,31697
Total,2016,Marion,40 to 44,*,*,31700
Total,2016,Marion,45 and older,0,0.0,31703
Total,2016,Marion,Less than 15,0,0.0,31706
Total,2016,Marion,Unknown,0,0.0,31709
Total,2016,Medina,15 to 17,*,*,31715
Total,2016,Medina,18 to 19,34,100.0,31718
Total,2016,Medina,20 to 24,266,100.0,31721
Total,2016,Medina,25 to 29,517,100.0,31724
Total,2016,Medina,30 to 34,629,100.0,31727
Total,2016,Medina,35 to 39,298,100.0,31730
Total,2016,Medina,40 to 44,54,100.0,31733
Total,2016,Medina,45 and older,*,*,31736
Total,2016,Medina,Less than 15,0,0.0,31739
Total,2016,Medina,Unknown,0,0.0,31742
Total,2016,Meigs,15 to 17,*,*,31748
Total,2016,Meigs,18 to 19,*,*,31751
Total,2016,Meigs,20 to 24,70,100.0,31754
Total,2016,Meigs,25 to 29,75,100.0,31757
Total,2016,Meigs,30 to 34,46,100.0,31760
Total,2016,Meigs,35 to 39,*,*,31763
Total,2016,Meigs,40 to 44,*,*,31766
Total,2016,Meigs,45 and older,0,0.0,31769
Total,2016,Meigs,Less than 15,0,0.0,31772
Total,2016,Meigs,Unknown,0,0.0,31775
Total,2016,Mercer,15 to 17,*,*,31781
Total,2016,Mercer,18 to 19,*,*,31784
Total,2016,Mercer,20 to 24,96,100.0,31787
Total,2016,Mercer,25 to 29,239,100.0,31790
Total,2016,Mercer,30 to 34,175,100.0,31793
Total,2016,Mercer,35 to 39,45,100.0,31796
Total,2016,Mercer,40 to 44,*,*,31799
Total,2016,Mercer,45 and older,0,0.0,31802
Total,2016,Mercer,Less than 15,0,0.0,31805
Total,2016,Mercer,Unknown,0,0.0,31808
Total,2016,Miami,15 to 17,*,*,31814
Total,2016,Miami,18 to 19,54,100.0,31817
Total,2016,Miami,20 to 24,282,100.0,31820
Total,2016,Miami,25 to 29,406,100.0,31823
Total,2016,Miami,30 to 34,331,100.0,31826
Total,2016,Miami,35 to 39,124,100.0,31829
Total,2016,Miami,40 to 44,*,*,31832
Total,2016,Miami,45 and older,0,0.0,31835
Total,2016,Miami,Less than 15,*,*,31838
Total,2016,Miami,Unknown,0,0.0,31841
Total,2016,Monroe,15 to 17,*,*,31847
Total,2016,Monroe,18 to 19,*,*,31850
Total,2016,Monroe,20 to 24,*,*,31853
Total,2016,Monroe,25 to 29,46,100.0,31856
Total,2016,Monroe,30 to 34,*,*,31859
Total,2016,Monroe,35 to 39,*,*,31862
Total,2016,Monroe,40 to 44,*,*,31865
Total,2016,Monroe,45 and older,0,0.0,31868
Total,2016,Monroe,Less than 15,0,0.0,31871
Total,2016,Monroe,Unknown,0,0.0,31874
Total,2016,Montgomery,15 to 17,125,100.0,31880
Total,2016,Montgomery,18 to 19,309,100.0,31883
Total,2016,Montgomery,20 to 24,1,615,100.0,31886
Total,2016,Montgomery,25 to 29,2,146,100.0,31889
Total,2016,Montgomery,30 to 34,1,664,100.0,31892
Total,2016,Montgomery,35 to 39,669,100.0,31895
Total,2016,Montgomery,40 to 44,106,100.0,31898
Total,2016,Montgomery,45 and older,*,*,31901
Total,2016,Montgomery,Less than 15,*,*,31904
Total,2016,Montgomery,Unknown,0,0.0,31907
Total,2016,Morgan,15 to 17,*,*,31913
Total,2016,Morgan,18 to 19,*,*,31916
Total,2016,Morgan,20 to 24,*,*,31919
Total,2016,Morgan,25 to 29,*,*,31922
Total,2016,Morgan,30 to 34,*,*,31925
Total,2016,Morgan,35 to 39,*,*,31928
Total,2016,Morgan,40 to 44,*,*,31931
Total,2016,Morgan,45 and older,0,0.0,31934
Total,2016,Morgan,Less than 15,0,0.0,31937
Total,2016,Morgan,Unknown,0,0.0,31940
Total,2016,Morrow,15 to 17,*,*,31946
Total,2016,Morrow,18 to 19,*,*,31949
Total,2016,Morrow,20 to 24,86,100.0,31952
Total,2016,Morrow,25 to 29,119,100.0,31955
Total,2016,Morrow,30 to 34,97,100.0,31958
Total,2016,Morrow,35 to 39,33,100.0,31961
Total,2016,Morrow,40 to 44,*,*,31964
Total,2016,Morrow,45 and older,0,0.0,31967
Total,2016,Morrow,Less than 15,0,0.0,31970
Total,2016,Morrow,Unknown,0,0.0,31973
Total,2016,Muskingum,15 to 17,*,*,31979
Total,2016,Muskingum,18 to 19,71,100.0,31982
Total,2016,Muskingum,20 to 24,320,100.0,31985
Total,2016,Muskingum,25 to 29,312,100.0,31988
Total,2016,Muskingum,30 to 34,215,100.0,31991
Total,2016,Muskingum,35 to 39,77,100.0,31994
Total,2016,Muskingum,40 to 44,*,*,31997
Total,2016,Muskingum,45 and older,0,0.0,32000
Total,2016,Muskingum,Less than 15,0,0.0,32003
Total,2016,Muskingum,Unknown,0,0.0,32006
Total,2016,Noble,15 to 17,*,*,32012
Total,2016,Noble,18 to 19,*,*,32015
Total,2016,Noble,20 to 24,*,*,32018
Total,2016,Noble,25 to 29,*,*,32021
Total,2016,Noble,30 to 34,*,*,32024
Total,2016,Noble,35 to 39,*,*,32027
Total,2016,Noble,40 to 44,0,0.0,32030
Total,2016,Noble,45 and older,0,0.0,32033
Total,2016,Noble,Less than 15,0,0.0,32036
Total,2016,Noble,Unknown,0,0.0,32039
Total,2016,Ottawa,15 to 17,*,*,32045
Total,2016,Ottawa,18 to 19,*,*,32048
Total,2016,Ottawa,20 to 24,60,100.0,32051
Total,2016,Ottawa,25 to 29,115,100.0,32054
Total,2016,Ottawa,30 to 34,84,100.0,32057
Total,2016,Ottawa,35 to 39,31,100.0,32060
Total,2016,Ottawa,40 to 44,*,*,32063
Total,2016,Ottawa,45 and older,*,*,32066
Total,2016,Ottawa,Less than 15,0,0.0,32069
Total,2016,Ottawa,Unknown,0,0.0,32072
Total,2016,Paulding,15 to 17,*,*,32078
Total,2016,Paulding,18 to 19,*,*,32081
Total,2016,Paulding,20 to 24,53,100.0,32084
Total,2016,Paulding,25 to 29,76,100.0,32087
Total,2016,Paulding,30 to 34,48,100.0,32090
Total,2016,Paulding,35 to 39,*,*,32093
Total,2016,Paulding,40 to 44,*,*,32096
Total,2016,Paulding,45 and older,*,*,32099
Total,2016,Paulding,Less than 15,0,0.0,32102
Total,2016,Paulding,Unknown,0,0.0,32105
Total,2016,Perry,15 to 17,*,*,32111
Total,2016,Perry,18 to 19,*,*,32114
Total,2016,Perry,20 to 24,128,100.0,32117
Total,2016,Perry,25 to 29,137,100.0,32120
Total,2016,Perry,30 to 34,78,100.0,32123
Total,2016,Perry,35 to 39,31,100.0,32126
Total,2016,Perry,40 to 44,*,*,32129
Total,2016,Perry,45 and older,0,0.0,32132
Total,2016,Perry,Less than 15,0,0.0,32135
Total,2016,Perry,Unknown,0,0.0,32138
Total,2016,Pickaway,15 to 17,*,*,32144
Total,2016,Pickaway,18 to 19,*,*,32147
Total,2016,Pickaway,20 to 24,151,100.0,32150
Total,2016,Pickaway,25 to 29,206,100.0,32153
Total,2016,Pickaway,30 to 34,150,100.0,32156
Total,2016,Pickaway,35 to 39,59,100.0,32159
Total,2016,Pickaway,40 to 44,*,*,32162
Total,2016,Pickaway,45 and older,0,0.0,32165
Total,2016,Pickaway,Less than 15,0,0.0,32168
Total,2016,Pickaway,Unknown,0,0.0,32171
Total,2016,Pike,15 to 17,*,*,32177
Total,2016,Pike,18 to 19,27,100.0,32180
Total,2016,Pike,20 to 24,103,100.0,32183
Total,2016,Pike,25 to 29,98,100.0,32186
Total,2016,Pike,30 to 34,50,100.0,32189
Total,2016,Pike,35 to 39,28,100.0,32192
Total,2016,Pike,40 to 44,*,*,32195
Total,2016,Pike,45 and older,0,0.0,32198
Total,2016,Pike,Less than 15,*,*,32201
Total,2016,Pike,Unknown,0,0.0,32204
Total,2016,Portage,15 to 17,*,*,32210
Total,2016,Portage,18 to 19,43,100.0,32213
Total,2016,Portage,20 to 24,263,100.0,32216
Total,2016,Portage,25 to 29,478,100.0,32219
Total,2016,Portage,30 to 34,442,100.0,32222
Total,2016,Portage,35 to 39,174,100.0,32225
Total,2016,Portage,40 to 44,*,*,32228
Total,2016,Portage,45 and older,*,*,32231
Total,2016,Portage,Less than 15,0,0.0,32234
Total,2016,Portage,Unknown,0,0.0,32237
Total,2016,Preble,15 to 17,*,*,32243
Total,2016,Preble,18 to 19,*,*,32246
Total,2016,Preble,20 to 24,114,100.0,32249
Total,2016,Preble,25 to 29,150,100.0,32252
Total,2016,Preble,30 to 34,91,100.0,32255
Total,2016,Preble,35 to 39,42,100.0,32258
Total,2016,Preble,40 to 44,*,*,32261
Total,2016,Preble,45 and older,0,0.0,32264
Total,2016,Preble,Less than 15,0,0.0,32267
Total,2016,Preble,Unknown,0,0.0,32270
Total,2016,Putnam,15 to 17,*,*,32276
Total,2016,Putnam,18 to 19,*,*,32279
Total,2016,Putnam,20 to 24,66,100.0,32282
Total,2016,Putnam,25 to 29,180,100.0,32285
Total,2016,Putnam,30 to 34,117,100.0,32288
Total,2016,Putnam,35 to 39,40,100.0,32291
Total,2016,Putnam,40 to 44,*,*,32294
Total,2016,Putnam,45 and older,0,0.0,32297
Total,2016,Putnam,Less than 15,0,0.0,32300
Total,2016,Putnam,Unknown,0,0.0,32303
Total,2016,Richland,15 to 17,*,*,32309
Total,2016,Richland,18 to 19,80,100.0,32312
Total,2016,Richland,20 to 24,431,100.0,32315
Total,2016,Richland,25 to 29,423,100.0,32318
Total,2016,Richland,30 to 34,251,100.0,32321
Total,2016,Richland,35 to 39,110,100.0,32324
Total,2016,Richland,40 to 44,*,*,32327
Total,2016,Richland,45 and older,*,*,32330
Total,2016,Richland,Less than 15,*,*,32333
Total,2016,Richland,Unknown,0,0.0,32336
Total,2016,Ross,15 to 17,*,*,32342
Total,2016,Ross,18 to 19,64,100.0,32345
Total,2016,Ross,20 to 24,245,100.0,32348
Total,2016,Ross,25 to 29,267,100.0,32351
Total,2016,Ross,30 to 34,170,100.0,32354
Total,2016,Ross,35 to 39,58,100.0,32357
Total,2016,Ross,40 to 44,*,*,32360
Total,2016,Ross,45 and older,*,*,32363
Total,2016,Ross,Less than 15,*,*,32366
Total,2016,Ross,Unknown,0,0.0,32369
Total,2016,Sandusky,15 to 17,*,*,32375
Total,2016,Sandusky,18 to 19,39,100.0,32378
Total,2016,Sandusky,20 to 24,169,100.0,32381
Total,2016,Sandusky,25 to 29,229,100.0,32384
Total,2016,Sandusky,30 to 34,163,100.0,32387
Total,2016,Sandusky,35 to 39,60,100.0,32390
Total,2016,Sandusky,40 to 44,*,*,32393
Total,2016,Sandusky,45 and older,*,*,32396
Total,2016,Sandusky,Less than 15,*,*,32399
Total,2016,Sandusky,Unknown,0,0.0,32402
Total,2016,Scioto,15 to 17,31,100.0,32408
Total,2016,Scioto,18 to 19,66,100.0,32411
Total,2016,Scioto,20 to 24,277,100.0,32414
Total,2016,Scioto,25 to 29,300,100.0,32417
Total,2016,Scioto,30 to 34,155,100.0,32420
Total,2016,Scioto,35 to 39,47,100.0,32423
Total,2016,Scioto,40 to 44,*,*,32426
Total,2016,Scioto,45 and older,0,0.0,32429
Total,2016,Scioto,Less than 15,*,*,32432
Total,2016,Scioto,Unknown,0,0.0,32435
Total,2016,Seneca,15 to 17,*,*,32441
Total,2016,Seneca,18 to 19,41,100.0,32444
Total,2016,Seneca,20 to 24,182,100.0,32447
Total,2016,Seneca,25 to 29,207,100.0,32450
Total,2016,Seneca,30 to 34,104,100.0,32453
Total,2016,Seneca,35 to 39,51,100.0,32456
Total,2016,Seneca,40 to 44,*,*,32459
Total,2016,Seneca,45 and older,0,0.0,32462
Total,2016,Seneca,Less than 15,*,*,32465
Total,2016,Seneca,Unknown,0,0.0,32468
Total,2016,Shelby,15 to 17,*,*,32474
Total,2016,Shelby,18 to 19,*,*,32477
Total,2016,Shelby,20 to 24,165,100.0,32480
Total,2016,Shelby,25 to 29,209,100.0,32483
Total,2016,Shelby,30 to 34,122,100.0,32486
Total,2016,Shelby,35 to 39,53,100.0,32489
Total,2016,Shelby,40 to 44,*,*,32492
Total,2016,Shelby,45 and older,*,*,32495
Total,2016,Shelby,Less than 15,0,0.0,32498
Total,2016,Shelby,Unknown,0,0.0,32501
Total,2016,Stark,15 to 17,53,100.0,32507
Total,2016,Stark,18 to 19,211,100.0,32510
Total,2016,Stark,20 to 24,999,100.0,32513
Total,2016,Stark,25 to 29,1,401,100.0,32516
Total,2016,Stark,30 to 34,1,049,100.0,32519
Total,2016,Stark,35 to 39,455,100.0,32522
Total,2016,Stark,40 to 44,57,100.0,32525
Total,2016,Stark,45 and older,*,*,32528
Total,2016,Stark,Less than 15,0,0.0,32531
Total,2016,Stark,Unknown,0,0.0,32534
Total,2016,Summit,15 to 17,74,100.0,32540
Total,2016,Summit,18 to 19,243,100.0,32543
Total,2016,Summit,20 to 24,1,250,100.0,32546
Total,2016,Summit,25 to 29,1,817,100.0,32549
Total,2016,Summit,30 to 34,1,787,100.0,32552
Total,2016,Summit,35 to 39,699,100.0,32555
Total,2016,Summit,40 to 44,133,100.0,32558
Total,2016,Summit,45 and older,*,*,32561
Total,2016,Summit,Less than 15,*,*,32564
Total,2016,Summit,Unknown,0,0.0,32567
Total,2016,Trumbull,15 to 17,45,100.0,32573
Total,2016,Trumbull,18 to 19,112,100.0,32576
Total,2016,Trumbull,20 to 24,601,100.0,32579
Total,2016,Trumbull,25 to 29,625,100.0,32582
Total,2016,Trumbull,30 to 34,467,100.0,32585
Total,2016,Trumbull,35 to 39,206,100.0,32588
Total,2016,Trumbull,40 to 44,39,100.0,32591
Total,2016,Trumbull,45 and older,*,*,32594
Total,2016,Trumbull,Less than 15,*,*,32597
Total,2016,Trumbull,Unknown,0,0.0,32600
Total,2016,Tuscarawas,15 to 17,*,*,32606
Total,2016,Tuscarawas,18 to 19,60,100.0,32609
Total,2016,Tuscarawas,20 to 24,332,100.0,32612
Total,2016,Tuscarawas,25 to 29,410,100.0,32615
Total,2016,Tuscarawas,30 to 34,276,100.0,32618
Total,2016,Tuscarawas,35 to 39,92,100.0,32621
Total,2016,Tuscarawas,40 to 44,*,*,32624
Total,2016,Tuscarawas,45 and older,0,0.0,32627
Total,2016,Tuscarawas,Less than 15,0,0.0,32630
Total,2016,Tuscarawas,Unknown,0,0.0,32633
Total,2016,Union,15 to 17,*,*,32639
Total,2016,Union,18 to 19,*,*,32642
